"","index","Job Title","Salary Estimate","Rating","Company Name","City","State","Metro Area","Industry","Sector","Lower Salary","Upper Salary","Avg Salary(K)","cost.of.living"
"1",0,"Data Scientist","$53K-$91K (Glassdoor est.)",3.8,"Tecolote Research
3.8","Albuquerque","NM","Albuquerque","Aerospace & Defense","Aerospace & Defense",53,91,72,92.9
"2",1,"Healthcare Data Scientist","$63K-$112K (Glassdoor est.)",3.4,"University of Maryland Medical System
3.4","Linthicum","MD","Baltimore","Health Care Services & Hospitals","Health Care",63,112,87.5,107
"3",2,"Data Scientist","$80K-$90K (Glassdoor est.)",4.8,"KnowBe4
4.8","Clearwater","FL","Tampa","Security Services","Business Services",80,90,85,101.4
"4",3,"Data Scientist","$56K-$97K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",56,97,76.5,99.7
"5",4,"Data Scientist","$86K-$143K (Glassdoor est.)",2.9,"Affinity Solutions
2.9","New York","NY","New York","Advertising & Marketing","Business Services",86,143,114.5,128
"6",5,"Data Scientist","$71K-$119K (Glassdoor est.)",3.4,"CyrusOne
3.4","Dallas","TX","Dallas","Real Estate","Real Estate",71,119,95,98.5
"7",6,"Data Scientist","$54K-$93K (Glassdoor est.)",4.1,"ClearOne Advantage
4.1","Baltimore","MD","Baltimore","Banks & Credit Unions","Finance",54,93,73.5,107
"8",7,"Data Scientist","$86K-$142K (Glassdoor est.)",3.8,"Logic20/20
3.8","San Jose","CA","San Jose","Consulting","Business Services",86,142,114,173.5
"9",8,"Research Scientist","$38K-$84K (Glassdoor est.)",3.3,"Rochester Regional Health
3.3","Rochester","NY","Rochester, NY","Health Care Services & Hospitals","Health Care",38,84,61,96.6
"10",9,"Data Scientist","$120K-$160K (Glassdoor est.)",4.6,"<intent>
4.6","New York","NY","New York","Internet","Information Technology",120,160,140,128
"11",10,"Data Scientist","$126K-$201K (Glassdoor est.)",3.5,"Wish
3.5","San Jose","CA","San Jose","Other Retail Stores","Retail",126,201,163.5,173.5
"12",11,"Data Scientist","$64K-$106K (Glassdoor est.)",4.1,"ManTech
4.1","Chantilly","VA","Washington","Research & Development","Business Services",64,106,85,120.1
"13",12,"Staff Data Scientist - Technology","$106K-$172K (Glassdoor est.)",3.2,"Walmart
3.2","Plano","TX","Dallas","Department, Clothing, & Shoe Stores","Retail",106,172,139,98.5
"14",13,"Data Analyst","$46K-$85K (Glassdoor est.)",4.1,"Yesler
4.1","Seattle","WA","Seattle","Advertising & Marketing","Business Services",46,85,65.5,124.6
"15",14,"Data Scientist","$83K-$144K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",83,144,113.5,132.6
"16",15,"Data Engineer I","$102K-$190K (Glassdoor est.)",3.6,"Audible
3.6","Newark","NJ","New York","Motion Picture Production & Distribution","Media",102,190,146,128
"17",16,"Scientist I/II, Biology","$67K-$137K (Glassdoor est.)",3.9,"Blueprint Medicines
3.9","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",67,137,102,132.6
"18",17,"Customer Data Scientist","$118K-$189K (Glassdoor est.)",4.3,"h2o.ai
4.3","Mountain View","CA","San Jose","Enterprise Software & Network Solutions","Information Technology",118,189,153.5,173.5
"19",18,"Data Scientist - Health Data Analytics","$110K-$175K (Glassdoor est.)",4.2,"Nuna
4.2","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",110,175,142.5,178.6
"20",19,"Data Scientist","$64K-$111K (Glassdoor est.)",4,"Pinnacol Assurance
4.0","Denver","CO","Denver","Insurance Carriers","Insurance",64,111,87.5,112.1
"21",20,"Data Scientist","$81K-$130K (Glassdoor est.)",3.2,"Porch
3.2","Seattle","WA","Seattle","Internet","Information Technology",81,130,105.5,124.6
"22",21,"Senior Data Scientist / Machine Learning","$73K-$119K (Glassdoor est.)",3.9,"Health IQ
3.9","Dallas","TX","Dallas","Insurance Agencies & Brokerages","Insurance",73,119,96,98.5
"23",22,"Data Scientist - Quantitative","$86K-$139K (Glassdoor est.)",3.8,"Truckstop.com
3.8","Chicago","IL","Chicago","Logistics & Supply Chain","Transportation & Logistics",86,139,112.5,100.1
"24",23,"Data Scientist","$63K-$105K (Glassdoor est.)",4.3,"SMC 3
4.3","Louisville","KY","Louisville","Logistics & Supply Chain","Transportation & Logistics",63,105,84,91.6
"25",25,"Data Scientist","$109K-$177K (Glassdoor est.)",4,"Novetta
4.0","Herndon","VA","Washington","Enterprise Software & Network Solutions","Information Technology",109,177,143,120.1
"26",26,"Digital Health Data Scientist","$63K-$110K (Glassdoor est.)",4,"Pfizer
4.0","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",63,110,86.5,132.6
"27",27,"Data Scientist","$75K-$124K (Glassdoor est.)",3.5,"First Tech Federal Credit Union
3.5","Hillsboro","OR","Portland, OR","Banks & Credit Unions","Finance",75,124,99.5,116.5
"28",28,"Associate Data Analyst","$34K-$61K (Glassdoor est.)",3.7,"The Hanover Insurance Group
3.7","Worcester","MA","Worcester","Insurance Carriers","Insurance",34,61,47.5,113.2
"29",29,"Clinical Data Scientist","$63K-$105K (Glassdoor est.)",4,"Pfizer
4.0","Groton","CT","New London","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",63,105,84,105.9
"30",30,"Data Scientist","$80K-$90K (Glassdoor est.)",4.8,"KnowBe4
4.8","Clearwater","FL","Tampa","Security Services","Business Services",80,90,85,101.4
"31",31,"Data Scientist","$56K-$97K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",56,97,76.5,99.7
"32",32,"Data Scientist","$72K-$120K (Glassdoor est.)",3.6,"Amrock
3.6","Detroit","MI","Detroit","Real Estate","Real Estate",72,120,96,93.2
"33",33,"Data Scientist / Machine Learning Expert","$86K-$143K (Glassdoor est.)",3.8,"Novartis
3.8","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",86,143,114.5,132.6
"34",34,"Data Scientist","$93K-$149K (Glassdoor est.)",3.8,"Juniper Networks
3.8","Sunnyvale","CA","San Jose","Telecommunications Services","Telecommunications",93,149,121,173.5
"35",35,"Data Scientist","$85K-$140K (Glassdoor est.)",4.7,"New England Biolabs
4.7","Ipswich","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",85,140,112.5,132.6
"36",36,"Web Data Analyst","$77K-$135K (Glassdoor est.)",4.2,"Clarity Insights
4.2","San Jose","CA","San Jose","IT Services","Information Technology",77,135,106,173.5
"37",37,"Data Scientist","$82K-$132K (Glassdoor est.)",3.5,"Esri
3.5","Redlands","CA","Riverside","Computer Hardware & Software","Information Technology",82,132,107,116.1
"38",38,"Data Scientist","$83K-$137K (Glassdoor est.)",4.7,"Systems & Technology Research
4.7","Woburn","MA","Boston","Aerospace & Defense","Aerospace & Defense",83,137,110,132.6
"39",39,"Senior Data Scientist","$115K-$180K (Glassdoor est.)",3.5,"Sartorius
3.5","Fremont","CA","San Jose","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",115,180,147.5,173.5
"40",40,"Data Engineer","$74K-$138K (Glassdoor est.)",3.5,"Lancer Insurance
3.5","Long Beach","NY","New York","Insurance Carriers","Insurance",74,138,106,128
"41",41,"Data Analyst","$64K-$112K (Glassdoor est.)",4.2,"Sauce Labs
4.2","San Francisco","CA","San Francisco","IT Services","Information Technology",64,112,88,178.6
"42",43,"Data Engineer","$68K-$129K (Glassdoor est.)",3.6,"Persivia
3.6","Marlborough","MA","Worcester","-1","-1",68,129,98.5,113.2
"43",44,"Data Scientist - Algorithms & Inference","$110K-$175K (Glassdoor est.)",4.2,"Nuna
4.2","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",110,175,142.5,178.6
"44",45,"Scientist","$52K-$113K (Glassdoor est.)",3.4,"Edgewell Personal Care
3.4","Allendale","NJ","New York","Consumer Products Manufacturing","Manufacturing",52,113,82.5,128
"45",46,"Senior Data Scientist","$110K-$150K(Employer est.)",4.3,"Equity Residential
4.3","Chicago","IL","Chicago","Real Estate","Real Estate",110,150,130,100.1
"46",48,"Data Scientist","Employer Provided Salary:$150K-$160K",5,"BPA Services
5.0","Washington","DC","Washington","Enterprise Software & Network Solutions","Information Technology",150,160,155,120.1
"47",49,"Lead Data Scientist","$158K-$211K (Glassdoor est.)",3.7,"Visa Inc.
3.7","Bellevue","WA","Seattle","IT Services","Information Technology",158,211,184.5,124.6
"48",50,"Associate Data Analyst","$20K-$39K (Glassdoor est.)",3.1,"Intrado
3.1","Longmont","CO","Boulder","Enterprise Software & Network Solutions","Information Technology",20,39,29.5,118.7
"49",51,"Spectral Scientist/Engineer","$56K-$117K (Glassdoor est.)",4.7,"Centauri
4.7","Beavercreek","OH","Dayton","Aerospace & Defense","Aerospace & Defense",56,117,86.5,88.4
"50",52,"College Hire - Data Scientist - Open to December 2019 Graduates","$63K-$99K (Glassdoor est.)",3.7,"Caterpillar
3.7","Peoria","IL","Peoria","Industrial Manufacturing","Manufacturing",63,99,81,86.7
"51",54,"Data Scientist","$68K-$114K (Glassdoor est.)",3.8,"Zimmerman Advertising
3.8","Fort Lauderdale","FL","Miami","Advertising & Marketing","Business Services",68,114,91,110.1
"52",55,"Data Scientist, Office of Data Science","$86K-$143K (Glassdoor est.)",3.3,"Liberty Mutual Insurance
3.3","Boston","MA","Boston","Insurance Carriers","Insurance",86,143,114.5,132.6
"53",56,"Data Science Analyst","$41K-$95K (Glassdoor est.)",4.6,"Torch Technologies, Inc.
4.6","Huntsville","AL","Huntsville, AL","Aerospace & Defense","Aerospace & Defense",41,95,68,91.3
"54",57,"Data Scientist","$86K-$144K (Glassdoor est.)",3.7,"Swiss Re
3.7","Armonk","NY","Kingston","Insurance Agencies & Brokerages","Insurance",86,144,115,106.1
"55",58,"Data Scientist","$80K-$139K (Glassdoor est.)",3.7,"Northrop Grumman
3.7","San Diego","CA","San Diego","Aerospace & Defense","Aerospace & Defense",80,139,109.5,136.2
"56",59,"Data Scientist","$56K-$95K (Glassdoor est.)",3.5,"Sartorius
3.5","Albuquerque","NM","Albuquerque","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",56,95,75.5,92.9
"57",60,"Data Scientist","$120K-$189K (Glassdoor est.)",4.1,"Netskope
4.1","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",120,189,154.5,178.6
"58",61,"Data Scientist","$111K-$176K (Glassdoor est.)",4.7,"1904labs
4.7","Saint Louis","MO","St. Louis","IT Services","Information Technology",111,176,143.5,89.6
"59",62,"Data Scientist","$54K-$93K (Glassdoor est.)",4.1,"ClearOne Advantage
4.1","Baltimore","MD","Baltimore","Banks & Credit Unions","Finance",54,93,73.5,107
"60",63,"Data Scientist","$71K-$119K (Glassdoor est.)",3.4,"CyrusOne
3.4","Dallas","TX","Dallas","Real Estate","Real Estate",71,119,95,98.5
"61",65,"Senior Data Scientist","$82K-$132K (Glassdoor est.)",4.4,"The David J. Joseph Company
4.4","Cincinnati","OH","Cincinnati","Metals Brokers","Mining & Metals",82,132,107,92.4
"62",66,"Data Scientist","$84K-$146K (Glassdoor est.)",4.3,"USEReady
4.3","New York","NY","New York","Consulting","Business Services",84,146,115,128
"63",67,"Senior Risk Data Scientist","$107K-$172K (Glassdoor est.)",3.8,"Bill.com
3.8","Palo Alto","CA","San Francisco","Financial Transaction Processing","Finance",107,172,139.5,178.6
"64",68,"Data Scientist in Artificial Intelligence Early Career","$49K-$85K (Glassdoor est.)",3.8,"Pacific Northwest National Laboratory
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",49,85,67,99.7
"65",70,"Data Scientist","$61K-$109K (Glassdoor est.)",3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis","PA","Pittsburgh","Sporting Goods Stores","Retail",61,109,85,93.1
"66",72,"Data Scientist","$88K-$148K (Glassdoor est.)",2.8,"Berg Health
2.8","Framingham","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",88,148,118,132.6
"67",73,"Data Scientist","$60K-$99K (Glassdoor est.)",4.7,"Oversight Systems
4.7","Atlanta","GA","Atlanta","Computer Hardware & Software","Information Technology",60,99,79.5,100.3
"68",75,"Data Scientist - Research","$41K-$72K (Glassdoor est.)",3.1,"C Space
3.1","Boston","MA","Boston","Advertising & Marketing","Business Services",41,72,56.5,132.6
"69",76,"Data Scientist","$96K-$161K (Glassdoor est.)",3.2,"Numeric, LLC
3.2","Philadelphia","PA","Philadelphia","Staffing & Outsourcing","Business Services",96,161,128.5,103.4
"70",77,"R&D Data Analysis Scientist","$65K-$130K (Glassdoor est.)",4,"HP Inc.
4.0","Vancouver","WA","Portland, OR","Computer Hardware & Software","Information Technology",65,130,97.5,116.5
"71",78,"Analytics Consultant","$52K-$81K (Glassdoor est.)",4.4,"SpringML
4.4","Indianapolis","IN","Indianapolis","Enterprise Software & Network Solutions","Information Technology",52,81,66.5,90.2
"72",79,"Director, Data Science","$139K-$220K (Glassdoor est.)",3.6,"Grainger
3.6","Lake Forest","IL","Chicago","Wholesale","Business Services",139,220,179.5,100.1
"73",80,"Scientist","$50K-$102K (Glassdoor est.)",2.7,"EAG Laboratories
2.7","Maryland Heights","MO","St. Louis","Research & Development","Business Services",50,102,76,89.6
"74",81,"Data Scientist SR","$85K-$139K (Glassdoor est.)",3.9,"The Buffalo Group
3.9","Charlottesville","VA","Charlottesville","IT Services","Information Technology",85,139,112,102.1
"75",82,"Data Scientist","$74K-$122K (Glassdoor est.)",3.1,"Carmeuse
3.1","Pittsburgh","PA","Pittsburgh","Mining","Mining & Metals",74,122,98,93.1
"76",83,"R&D Sr Data Scientist","$99K-$157K (Glassdoor est.)",4,"HP Inc.
4.0","Vancouver","WA","Portland, OR","Computer Hardware & Software","Information Technology",99,157,128,116.5
"77",84,"Customer Data Scientist/Sales Engineer (Bay","$79K-$222K (Glassdoor est.)",4.3,"h2o.ai
4.3","Mountain View","CA","San Jose","Enterprise Software & Network Solutions","Information Technology",79,222,150.5,173.5
"78",85,"Research Scientist","$57K-$118K (Glassdoor est.)",1.9,"GNS Healthcare
1.9","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",57,118,87.5,132.6
"79",86,"Data Scientist","$83K-$137K (Glassdoor est.)",3.3,"Peraton
3.3","Chantilly","VA","Washington","Aerospace & Defense","Aerospace & Defense",83,137,110,120.1
"80",87,"Data Scientist","$86K-$141K (Glassdoor est.)",4.4,"Pactera
4.4","San Jose","CA","San Jose","IT Services","Information Technology",86,141,113.5,173.5
"81",88,"Data Scientist","$94K-$154K (Glassdoor est.)",3.9,"Nurx
3.9","San Francisco","CA","San Francisco","Health Care Services & Hospitals","Health Care",94,154,124,178.6
"82",89,"Jr. Business Data Analyst","$37K-$76K (Glassdoor est.)",4.7,"webfx.com
4.7","Harrisburg","PA","Harrisburg","Advertising & Marketing","Business Services",37,76,56.5,95.8
"83",90,"Data Scientist","$100K-$160K (Glassdoor est.)",4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel","MD","Baltimore","Aerospace & Defense","Aerospace & Defense",100,160,130,107
"84",91,"Data Analyst","$55K-$100K (Glassdoor est.)",4.3,"Productive Edge
4.3","Chicago","IL","Chicago","Computer Hardware & Software","Information Technology",55,100,77.5,100.1
"85",92,"Data Engineer","$60K-$114K (Glassdoor est.)",4,"Excella Consulting
4.0","Arlington","VA","Washington","Consulting","Business Services",60,114,87,120.1
"86",93,"Data Analyst","$39K-$68K (Glassdoor est.)",4.4,"Gensco
4.4","Tacoma","WA","Seattle","Wholesale","Business Services",39,68,53.5,124.6
"87",94,"Staff Data Scientist - Technology","$106K-$172K (Glassdoor est.)",3.2,"Walmart
3.2","Plano","TX","Dallas","Department, Clothing, & Shoe Stores","Retail",106,172,139,98.5
"88",95,"Data Scientist","$86K-$142K (Glassdoor est.)",3.8,"Logic20/20
3.8","San Jose","CA","San Jose","Consulting","Business Services",86,142,114,173.5
"89",96,"Data Scientist","$64K-$107K (Glassdoor est.)",4.2,"goTRG
4.2","Miami","FL","Miami","Enterprise Software & Network Solutions","Information Technology",64,107,85.5,110.1
"90",97,"Data Management Specialist","$31K-$65K (Glassdoor est.)",4.5,"NMR Consulting
4.5","Huntsville","AL","Huntsville, AL","IT Services","Information Technology",31,65,48,91.3
"91",99,"E-Commerce Data Analyst","$34K-$62K (Glassdoor est.)",3.5,"iSeatz
3.5","New Orleans","LA","New Orleans","Enterprise Software & Network Solutions","Information Technology",34,62,48,92.4
"92",101,"Sr. Scientist II","$117K-$231K (Glassdoor est.)",3.5,"Nektar Therapeutics
3.5","San Francisco","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",117,231,174,178.6
"93",102,"Insurance Data Scientist","$64K-$106K (Glassdoor est.)",3.9,"TransUnion
3.9","Atlanta","GA","Atlanta","Financial Analytics & Research","Finance",64,106,85,100.3
"94",104,"Data Modeler","$79K-$134K (Glassdoor est.)",4.7,"IT Concepts
4.7","Landover","MD","Washington","IT Services","Information Technology",79,134,106.5,120.1
"95",105,"Data Analyst / Scientist","$52K-$93K (Glassdoor est.)",4.2,"Scientific Research Corporation
4.2","Patuxent River","MD","California","IT Services","Information Technology",52,93,72.5,104.8
"96",106,"Scientist","$55K-$116K (Glassdoor est.)",3.4,"General Dynamics Information Technology
3.4","Suitland","MD","Washington","IT Services","Information Technology",55,116,85.5,120.1
"97",107,"Data Scientist","$72K-$123K (Glassdoor est.)",3.2,"MITRE
3.2","McLean","VA","Washington","Federal Agencies","Government",72,123,97.5,120.1
"98",108,"Data Scientist","$74K-$124K (Glassdoor est.)",3.9,"The Buffalo Group
3.9","Fort Belvoir","VA","Washington","IT Services","Information Technology",74,124,99,120.1
"99",109,"Data Analyst","$40K-$73K (Glassdoor est.)",3.1,"DentaQuest
3.1","Milwaukee","WI","Milwaukee","Insurance Carriers","Insurance",40,73,56.5,93.8
"100",110,"Lead Data Scientist","$102K-$164K (Glassdoor est.)",4.1,"Redjack
4.1","Silver Spring","MD","Washington","IT Services","Information Technology",102,164,133,120.1
"101",112,"Data Scientist","$89K-$153K (Glassdoor est.)",3.8,"7Park Data
3.8","New York","NY","New York","Research & Development","Business Services",89,153,121,128
"102",113,"Data Scientist","$61K-$110K (Glassdoor est.)",4.7,"Rapid Response Monitoring
4.7","Syracuse","NY","Syracuse","Security Services","Business Services",61,110,85.5,95.1
"103",116,"Data Scientist, Rice University","$65K-$110K (Glassdoor est.)",4.3,"Trilogy Ed
4.3","Houston","TX","Houston","Education Training Services","Education",65,110,87.5,95.8
"104",117,"Senior Data Scientist","$200K-$275K(Employer est.)",4.2,"Gallup
4.2","Washington","DC","Washington","Consulting","Business Services",200,275,237.5,120.1
"105",118,"Data Engineer","$68K-$123K (Glassdoor est.)",3.9,"CapTech
3.9","Charlotte","NC","Charlotte","IT Services","Information Technology",68,123,95.5,97.9
"106",119,"Senior Data Scientist","$80K-$129K (Glassdoor est.)",3.3,"American Axle & Manufacturing
3.3","Southfield","MI","Detroit","Transportation Equipment Manufacturing","Manufacturing",80,129,104.5,93.2
"107",120,"Financial Data Analyst","$41K-$72K (Glassdoor est.)",4.7,"CentralReach
4.7","Matawan","NJ","New York","Computer Hardware & Software","Information Technology",41,72,56.5,128
"108",122,"Senior Data Analyst","$39K-$71K (Glassdoor est.)",4.3,"Integrate
4.3","Phoenix","AZ","Phoenix","Enterprise Software & Network Solutions","Information Technology",39,71,55,104.3
"109",123,"Research Scientist","$38K-$85K (Glassdoor est.)",2.9,"Boys Town Hospital
2.9","Omaha","NE","Omaha","Health Care Services & Hospitals","Health Care",38,85,61.5,92.9
"110",124,"Data Scientist","$121K-$193K (Glassdoor est.)",4.5,"Demandbase
4.5","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",121,193,157,178.6
"111",125,"Data Engineer","$54K-$102K (Glassdoor est.)",3.4,"Sapphire Digital
3.4","Lyndhurst","NJ","New York","Internet","Information Technology",54,102,78,128
"112",126,"Data Scientist","$83K-$144K (Glassdoor est.)",3.7,"Takeda Pharmaceuticals
3.7","Cambridge","MA","Boston","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",83,144,113.5,132.6
"113",127,"Data Scientist","$120K-$160K (Glassdoor est.)",4.6,"<intent>
4.6","New York","NY","New York","Internet","Information Technology",120,160,140,128
"114",128,"Data Scientist","$102K-$163K (Glassdoor est.)",3.2,"Formation
3.2","San Francisco","CA","San Francisco","Enterprise Software & Network Solutions","Information Technology",102,163,132.5,178.6
"115",129,"Data Engineer","$76K-$140K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco","CA","San Francisco","Computer Hardware & Software","Information Technology",76,140,108,178.6
"116",130,"Ag Data Scientist","$60K-$101K (Glassdoor est.)",4.6,"Beck's Hybrids
4.6","Atlanta","IN","Kokomo","Farm Support Services","Agriculture & Forestry",60,101,80.5,84.9
"117",131,"Data Scientist","$82K-$133K (Glassdoor est.)",2.8,"DrFirst
2.8","Rockville","MD","Washington","Health Care Services & Hospitals","Health Care",82,133,107.5,120.1
"118",132,"Data Engineer","$65K-$125K (Glassdoor est.)",4.7,"Object Partners
4.7","Minneapolis","MN","Minneapolis","Consulting","Business Services",65,125,95,105.4
"119",136,"Data Scientist II","$91K-$148K (Glassdoor est.)",3,"L.A. Care Health Plan
3.0","Los Angeles","CA","Los Angeles","Health Care Services & Hospitals","Health Care",91,148,119.5,140.6
"120",137,"Senior Data Engineer","$95K-$173K (Glassdoor est.)",3.2,"Red Ventures
3.2","Charlotte","NC","Charlotte","Advertising & Marketing","Business Services",95,173,134,97.9
"121",138,"Data Scientist","$77K-$124K (Glassdoor est.)",4.4,"Quick Base
4.4","Cambridge","MA","Boston","Enterprise Software & Network Solutions","Information Technology",77,124,100.5,132.6
"122",139,"Data Scientist","$80K-$135K (Glassdoor est.)",3.5,"The E.W. Scripps Company
3.5","Cincinnati","OH","Cincinnati","TV Broadcast & Cable Networks","Media",80,135,107.5,92.4
"123",140,"Data Engineer","$85K-$159K (Glassdoor est.)",4,"Upside Business Travel
4.0","Washington","DC","Washington","Internet","Information Technology",85,159,122,120.1
"124",141,"Data Engineer","$80K-$105K(Employer est.)",4.3,"Equity Residential
4.3","Chicago","IL","Chicago","Real Estate","Real Estate",80,105,92.5,100.1
"125",142,"Data Analyst","$43K-$81K (Glassdoor est.)",2.3,"Synagro
2.3","Baltimore","MD","Baltimore","Research & Development","Business Services",43,81,62,107
"126",143,"Project Scientist","$29K-$50K (Glassdoor est.)",4,"Alliance Source Testing
4.0","Alabaster","AL","Birmingham","Architectural & Engineering Services","Business Services",29,50,39.5,90.7
"127",145,"Data Scientist","$82K-$133K (Glassdoor est.)",3.6,"Accuride International
3.6","Los Angeles","CA","Los Angeles","Industrial Manufacturing","Manufacturing",82,133,107.5,140.6
"128",146,"Data Analytics Manager","$26K-$55K (Glassdoor est.)",3.8,"Full Potential Solutions
3.8","Kansas City","MO","Kansas City","Staffing & Outsourcing","Business Services",26,55,40.5,91.6
"129",147,"Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics","$61K-$118K (Glassdoor est.)",3.7,"Visa Inc.
3.7","Ashburn","VA","Washington","IT Services","Information Technology",61,118,89.5,120.1
"130",148,"Data Scientist","$60K-$102K (Glassdoor est.)",4.4,"Maven Wave Partners
4.4","Chicago","IL","Chicago","Consulting","Business Services",60,102,81,100.1
"131",150,"Senior Data Scientist","$112K-$182K (Glassdoor est.)",4,"Novetta
4.0","Herndon","VA","Washington","Enterprise Software & Network Solutions","Information Technology",112,182,147,120.1
"132",152,"Data Scientist","$64K-$106K (Glassdoor est.)",3.2,"First Command Financial Services, Inc.
3.2","Fort Worth","TX","Dallas","Brokerage Services","Finance",64,106,85,98.5
"133",153,"Associate Scientist","$51K-$112K (Glassdoor est.)",2.9,"Pharmavite
2.9","Valencia","CA","Los Angeles","Consumer Products Manufacturing","Manufacturing",51,112,81.5,140.6
"134",154,"Scientist 2, QC Viral Vector","$113K-$223K (Glassdoor est.)",3.8,"BioMarin Pharmaceutical
3.8","Novato","CA","San Francisco","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals",113,223,168,178.6
"135",156,"Machine Learning Engineer","$72K-$129K (Glassdoor est.)",4.3,"Stratagem Group
4.3","Aurora","CO","Denver","Aerospace & Defense","Aerospace & Defense",72,129,100.5,112.1
"136",157,"Data Scientist/ML Engineer","$71K-$123K (Glassdoor est.)",3.4,"PA Consulting
3.4","New York","NY","New York","Consulting","Business Services",71,123,97,128
"137",158,"Data Scientist","$64K-$106K (Glassdoor est.)",4.1,"ManTech
4.1","Chantilly","VA","Washington","Research & Development","Business Services",64,106,85,120.1
"138",159,"Customer Data Scientist","$118K-$189K (Glassdoor est.)",4.3,"h2o.ai
4.3","Mountain View","CA","San Jose","Enterprise Software & Network Solutions","Information Technology",118,189,153.5,173.5
"139",161,"Data Engineer","Employer Provided Salary:$120K-$145K",5,"Gridiron IT
5.0","Tampa","FL","Tampa","IT Services","Information Technology",120,145,132.5,101.4
"140",162,"Data Engineer","$80K-$120K (Glassdoor est.)",4.3,"Productive Edge
4.3","Chicago","IL","Chicago","Computer Hardware & Software","Information Technology",80,120,100,100.1
"141",164,"Sr. Data Scientist","$80K-$130K (Glassdoor est.)",3.7,"Evolve Vacation Rental
3.7","Denver","CO","Denver","Travel Agencies","Travel & Tourism",80,130,105,112.1
"142",166,"Data Engineer 4 - Contract","$59K-$115K (Glassdoor est.)",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton","UT","Salt Lake City","Religious Organizations","Non-Profit",59,115,87,105.9
"143",167,"Data Analyst - Asset Management","$71K-$136K (Glassdoor est.)",4.3,"Maximus Real Estate Partners
4.3","San Francisco","CA","San Francisco","Real Estate","Real Estate",71,136,103.5,178.6
"144",168,"Senior Research Scientist - Embedded System Development for DevOps","$81K-$167K (Glassdoor est.)",2.6,"Software Engineering Institute
2.6","Pittsburgh","PA","Pittsburgh","Colleges & Universities","Education",81,167,124,93.1
"145",169,"Data Scientist - Bioinformatics","$49K-$85K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",49,85,67,99.7
"146",170,"Data Engineer","$60K-$114K (Glassdoor est.)",3.9,"AVANADE
3.9","Washington","DC","Washington","IT Services","Information Technology",60,114,87,120.1
"147",171,"Customer Data Scientist/Sales Engineer","$71K-$204K (Glassdoor est.)",4.3,"h2o.ai
4.3","Chicago","IL","Chicago","Enterprise Software & Network Solutions","Information Technology",71,204,137.5,100.1
"148",172,"Lead Data Scientist","$75K-$125K (Glassdoor est.)",3.8,"PatientPoint
3.8","Cincinnati","OH","Cincinnati","Advertising & Marketing","Business Services",75,125,100,92.4
"149",174,"MongoDB Data Engineer II","$77K-$136K (Glassdoor est.)",3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga","TN","Chattanooga","Insurance Carriers","Insurance",77,136,106.5,91.2
"150",175,"Senior Data Scientist Statistics","$74K-$123K (Glassdoor est.)",3.8,"PNNL
3.8","Richland","WA","Kennewick","Energy","Oil, Gas, Energy & Utilities",74,123,98.5,99.7
"151",177,"Senior Data Analyst","$44K-$78K (Glassdoor est.)",4.8,"KnowBe4
4.8","Clearwater","FL","Tampa","Security Services","Business Services",44,78,61,101.4
"152",178,"Senior Spark Engineer (Data Science)","$65K-$148K (Glassdoor est.)",4.4,"KSM Consulting
4.4","Indianapolis","IN","Indianapolis","Consulting","Business Services",65,148,106.5,90.2
